,sentence,sentiment
11437,ohh yes i was doing that over some of them and i found they are bots or just spamers hugs,1
11438,i bought a fred shirt today,1
11439,so excited but also scared worried,0
11440,i have to move again really sucks oh well better than being with a drunk fuck,0
11441,hanging with my brother in law and his family really down to earth people into running and they cleaned out their garden on the way,1
11442,you should totally see pay it forward kellan take me away to january im done with this year im tired of everyone here,1
11443,i can t believe you guys still don t let people outside the us listen live there is nothing to do in kuwait i miss the show,0
11444,braaaaaaaaaaaaaaaaazil i love you so much jonas come back to brazil pleaaaase s s,1
11445,home for the night first saturday since october all by myself its kinda lonely miss you xoxo,0
11446,bows glad to be of service,1
11447,ohh i can tell you where or you can come with us,0
11448,after the game after the wild pitch he was so sad,0
11449,my jaw is on fire i guess that is what happens when they drill holes in your mouth,0
11450,thanksies but ur so lucky u are in high school i am jello,1
11451,they just don t get off much i learn what not to do on there,1
11452,ok i have to like mish it and try and finish my assingment tonight so i can t go out tomorrow that means no schoolll yew ha,1
11453,thanks for following me stranger,1
11454,my boyfriend is the sweetest,1
11455,hours and counting work has to end soon rights,0
11456,everybody is going to miami and not me,0
11457,ugh ive been denied so many cravings now its red velvet cake and nachos,0
11458,working on a saturday morning,0
11459,internet surfing i was so bored seems the rain wont stop,0
11460,to recover any data from my ten month old computer that crashed done with dell practicing calming techniques bye bye data files,0
11461,i had a fairly good birthday thanks tomorrow should be fun another graduation party oh and spanish project blehhh,0
11462,the hat messes with the lighting on her eyes too much in that picture,0
11463,bought the hair colour want to dye it after work but i think i ll wait until my haircut gets fixed,1
11464,i know you ve tried but told u it would b no good x,0
11465,jephaaaa,1
11466,here s to hoping arsenal don t lose tonight,1
11467,too bad the weekend is coming to an end,0
11468,lol we shall see,1
11469,ok luke you get it just because you amuse my mum,1
11470,breakie then school i don t want to go,0
11471,tmm that s awesome congrats always wanted to be in that show,1
11472,a particularly brutal rejection has put me off writing i never considered my ego to be fragile but it apparently is,0
11473,getting ready for work work,1
11474,new epic games announcement xbl arcade shadow complex game coming out summer,1
11475,i m a mobile germ today please be nice to me or i might come lick your face,0
11476,dog only know how to put it out,0
11477,ps sorry about ur cat,0
11478,that s a pretty exotic place jealous,1
11479,i really need it it s like degrees outside right now we have the a c on but i can still feel it,0
11480,we have but most people object to it for security reasons the redirect is in the next version,1
11481,has a misquito bite i dont understand the significance of those pesky little things,0
11482,just finished lunch yah we went out late our net still down since morning i m on p and terence is on his maxis g both r slow,0
11483,it was just a good day i used successful more for alliteration than any true success,1
11484,goin to bed cst on math tomorrow,0
11485,mini golfing today,1
11486,i missed yoou,1
11487,it is a bit of a drive it is pretty well laid out you should check it out,1
11488,g i still can t sign up even in ie,0
11489,ah damn i was really hoping to get this script down to pages but i can t find anything else to cut out,0
11490,i love hard i get too damn mad i hit rock bottom and wallow in sorrow,0
11491,i want a vintage bike where u get em,0
11492,painting my nails bluee show at the roost with keri and garrett later exciteness garrett i love youu,1
11493,is josh gna get twitter anytime soon persuade him please,1
11494,my boss is on vacation which means life is good have some of my happy okay,0
11495,ha maybe the sc was also having a backhanded dig at the house of representathieves,1
11496,at baccalareate,1
11497,hot fuzz on hbo the remedy for my crappy mood,1
11498,we cam back by local bus very slow yes i recommend ooty conoor,0
11499,i wanna go to laguna beach this summer,0
11500,that s my dream puppy too larry knows when we move in together thats what we are getting and her name will be millie,1
11501,has got a migraine,0
11502,what type of book,1
11503,still in bed am lkaminoff s tweeting away i m going to miss his pranayama this a m home practce for me,0
11504,happy birthday loris,1
11505,i enjoy the hell outta being your first thespian follower lolol and i didn t think u sounded dismissive at all all is good,1
11506,okay i am in trouble i don t want to go to work might just hide at home sigh,0
11507,days of holiday is over and now back to work,0
11508,my morning started early ready to hit the la playa and the piers down here in sunny san diego will post pics,1
11509,you really know how to bring me down,0
11510,awww that must be such a pain hope you enjoyed download,0
11511,good morning tweets on my way to my photoshoot and only slept for hrs,0
11512,just left the at amp t store it is going to be weeks before i can upgrade aparently the g guys get a break not the original owners,0
11513,agggh in total l o v e with my latest tarte post love her down with comments and red lipped kisses,1
11514,my husband and i were both born under a waxing gibbous moon any astrology tweeps in the house haha,1
11515,good morning morning wolf,1
11516,off to angel gonna get hannah montana the movie game so excited,1
11517,going to ontario mills to buy a tokio hotel h amp m shirt,1
11518,you talked to me,0
11519,cut his head we re worried about you spencer feel better soon,0
11520,dang my mom is talking to my dad on the phone about braces i need em i want them but oh my fucking god dat effin hurts,0
11521,soaking my feet at some random water thing in the north end,1
11522,ariel is up in pa not really doin anything can t sleep,1
11523,rainy day here hope it clears up before i get off work needed soem rain though,0
11524,working my way through a myst maze while my video exports,1
11525,i ran out of bread so i have all this cheese but no grilled cheese,0
11526,check out this growing business in powhatan doing something really important,1
11527,here in our temp studio just going to shoot a couple of happy sad faces for unibet i need a model who snus es though,1
